financial_abnormality_detection/results/best_sage_model_74.01.pt
Epoch: 010, Train Loss: 0.1287, Valid Loss: 0.1275, Train AUC: 49.45, Valid AUC: 50.66
Epoch 14700: Learning rate adjusted to 0.0005
Epoch: 14700, Train Loss: 0.0606, Valid Loss: 0.0624, Train AUC: 79.04, Valid AUC: 75.38
Epoch 14800: Learning rate adjusted to 0.0005
Epoch: 14800, Train Loss: 0.0609, Valid Loss: 0.0627, Train AUC: 78.86, Valid AUC: 75.32
Epoch 14900: Learning rate adjusted to 0.0005
Epoch: 14900, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.97, Valid AUC: 75.39
Epoch 15000: Learning rate adjusted to 0.0005
Epoch: 15000, Train Loss: 0.0608, Valid Loss: 0.0627, Train AUC: 78.99, Valid AUC: 75.31
Epoch 15100: Learning rate adjusted to 0.0005
Epoch: 15100, Train Loss: 0.0611, Valid Loss: 0.0629, Train AUC: 78.83, Valid AUC: 75.24
Epoch 15200: Learning rate adjusted to 0.0005
Epoch: 15200, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 78.94, Valid AUC: 75.39
Epoch 15300: Learning rate adjusted to 0.0005
Epoch: 15300, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.96, Valid AUC: 75.34
Epoch 15400: Learning rate adjusted to 0.0005
Epoch: 15400, Train Loss: 0.0609, Valid Loss: 0.0627, Train AUC: 78.95, Valid AUC: 75.27
Epoch 15500: Learning rate adjusted to 0.0005
Epoch: 15500, Train Loss: 0.0607, Valid Loss: 0.0624, Train AUC: 79.06, Valid AUC: 75.31
Epoch 15600: Learning rate adjusted to 0.0005
Epoch: 15600, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.96, Valid AUC: 75.37
Epoch 15700: Learning rate adjusted to 0.0005
Epoch: 15700, Train Loss: 0.0609, Valid Loss: 0.0626, Train AUC: 78.97, Valid AUC: 75.34
Epoch 15800: Learning rate adjusted to 0.0005
Epoch: 15800, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 79.04, Valid AUC: 75.36
Epoch 15900: Learning rate adjusted to 0.0005
Epoch: 15900, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 79.11, Valid AUC: 75.37
Epoch 16000: Learning rate adjusted to 0.0005
Epoch: 16000, Train Loss: 0.0610, Valid Loss: 0.0628, Train AUC: 78.85, Valid AUC: 75.24
Epoch 16100: Learning rate adjusted to 0.0005
Epoch: 16100, Train Loss: 0.0608, Valid Loss: 0.0627, Train AUC: 78.93, Valid AUC: 75.28
Epoch 16200: Learning rate adjusted to 0.0005
Epoch: 16200, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 79.01, Valid AUC: 75.38
Epoch 16300: Learning rate adjusted to 0.0005
Epoch: 16300, Train Loss: 0.0607, Valid Loss: 0.0624, Train AUC: 79.01, Valid AUC: 75.35
Epoch 16400: Learning rate adjusted to 0.0005
Epoch: 16400, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.87, Valid AUC: 75.27
Epoch 16500: Learning rate adjusted to 0.0005
Epoch: 16500, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 79.10, Valid AUC: 75.34
Epoch 16600: Learning rate adjusted to 0.0005
Epoch: 16600, Train Loss: 0.0609, Valid Loss: 0.0627, Train AUC: 78.82, Valid AUC: 75.29
Epoch 16700: Learning rate adjusted to 0.0005
Epoch: 16700, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.99, Valid AUC: 75.34
Epoch 16800: Learning rate adjusted to 0.0005
Epoch: 16800, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.95, Valid AUC: 75.35
Epoch 16900: Learning rate adjusted to 0.0005
Epoch: 16900, Train Loss: 0.0607, Valid Loss: 0.0624, Train AUC: 79.02, Valid AUC: 75.40
Epoch 17000: Learning rate adjusted to 0.0005
Epoch: 17000, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.97, Valid AUC: 75.32
Epoch 17100: Learning rate adjusted to 0.0005
Epoch: 17100, Train Loss: 0.0609, Valid Loss: 0.0627, Train AUC: 78.90, Valid AUC: 75.30
Epoch 17200: Learning rate adjusted to 0.0005
Epoch: 17200, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 79.02, Valid AUC: 75.37
Epoch 17300: Learning rate adjusted to 0.0005
Epoch: 17300, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.90, Valid AUC: 75.36
Epoch 17400: Learning rate adjusted to 0.0005
Epoch: 17400, Train Loss: 0.0607, Valid Loss: 0.0624, Train AUC: 79.03, Valid AUC: 75.39
Epoch 17500: Learning rate adjusted to 0.0005
Epoch: 17500, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 79.07, Valid AUC: 75.35
Epoch 17600: Learning rate adjusted to 0.0005
Epoch: 17600, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.83, Valid AUC: 75.33
Epoch 17700: Learning rate adjusted to 0.0005
Epoch: 17700, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 79.02, Valid AUC: 75.33
Epoch 17800: Learning rate adjusted to 0.0005
Epoch: 17800, Train Loss: 0.0608, Valid Loss: 0.0627, Train AUC: 78.90, Valid AUC: 75.30
Epoch 17900: Learning rate adjusted to 0.0005
Epoch: 17900, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.90, Valid AUC: 75.32
Epoch 18000: Learning rate adjusted to 0.0005
Epoch: 18000, Train Loss: 0.0609, Valid Loss: 0.0627, Train AUC: 78.88, Valid AUC: 75.27
Epoch 18100: Learning rate adjusted to 0.0005
Epoch: 18100, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.99, Valid AUC: 75.30
Epoch 18200: Learning rate adjusted to 0.0005
Epoch: 18200, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 78.80, Valid AUC: 75.24
Epoch 18300: Learning rate adjusted to 0.0005
Epoch: 18300, Train Loss: 0.0606, Valid Loss: 0.0625, Train AUC: 79.01, Valid AUC: 75.23
Epoch 18400: Learning rate adjusted to 0.0005
Epoch: 18400, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 79.01, Valid AUC: 75.31
Epoch 18500: Learning rate adjusted to 0.0005
Epoch: 18500, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.97, Valid AUC: 75.33
Epoch 18600: Learning rate adjusted to 0.0005
Epoch: 18600, Train Loss: 0.0608, Valid Loss: 0.0627, Train AUC: 79.00, Valid AUC: 75.35
Epoch 18700: Learning rate adjusted to 0.0005
Epoch: 18700, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 78.97, Valid AUC: 75.29
Epoch 18800: Learning rate adjusted to 0.0005
Epoch: 18800, Train Loss: 0.0609, Valid Loss: 0.0628, Train AUC: 78.86, Valid AUC: 75.24
Epoch 18900: Learning rate adjusted to 0.0005
Epoch: 18900, Train Loss: 0.0611, Valid Loss: 0.0628, Train AUC: 78.77, Valid AUC: 75.23
Epoch 19000: Learning rate adjusted to 0.0005
Epoch: 19000, Train Loss: 0.0609, Valid Loss: 0.0626, Train AUC: 79.00, Valid AUC: 75.36
Epoch 19100: Learning rate adjusted to 0.0005
Epoch: 19100, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.94, Valid AUC: 75.30
Epoch 19200: Learning rate adjusted to 0.0005
Epoch: 19200, Train Loss: 0.0610, Valid Loss: 0.0629, Train AUC: 78.77, Valid AUC: 75.30
Epoch 19300: Learning rate adjusted to 0.0005
Epoch: 19300, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.96, Valid AUC: 75.36
Epoch 19400: Learning rate adjusted to 0.0005
Epoch: 19400, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.99, Valid AUC: 75.32
Epoch 19500: Learning rate adjusted to 0.0005
Epoch: 19500, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.96, Valid AUC: 75.28
Epoch 19600: Learning rate adjusted to 0.0005
Epoch: 19600, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.99, Valid AUC: 75.33
Epoch 19700: Learning rate adjusted to 0.0005
Epoch: 19700, Train Loss: 0.0607, Valid Loss: 0.0624, Train AUC: 78.94, Valid AUC: 75.33
Epoch 19800: Learning rate adjusted to 0.0005
Epoch: 19800, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.87, Valid AUC: 75.32
Epoch 19900: Learning rate adjusted to 0.0005
Epoch: 19900, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.98, Valid AUC: 75.35
Epoch 20000: Learning rate adjusted to 0.0005
Epoch: 20000, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 79.01, Valid AUC: 75.30


financial_abnormality_detection/results/best_sage_model_5*80.pt
Epoch 100: Learning rate adjusted to 0.0005
Epoch: 100, Train Loss: 0.0650, Valid Loss: 0.0654, Train AUC: 69.36, Valid AUC: 68.21
Epoch 200: Learning rate adjusted to 0.0005
Epoch: 200, Train Loss: 0.0640, Valid Loss: 0.0645, Train AUC: 71.87, Valid AUC: 70.53
Epoch 300: Learning rate adjusted to 0.0005
Epoch: 300, Train Loss: 0.0633, Valid Loss: 0.0639, Train AUC: 73.59, Valid AUC: 72.16
Epoch 400: Learning rate adjusted to 0.0005
Epoch: 400, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 74.72, Valid AUC: 73.18
Epoch 500: Learning rate adjusted to 0.0005
Epoch: 500, Train Loss: 0.0623, Valid Loss: 0.0631, Train AUC: 75.73, Valid AUC: 74.08
Epoch 600: Learning rate adjusted to 0.0005
Epoch: 600, Train Loss: 0.0619, Valid Loss: 0.0628, Train AUC: 76.56, Valid AUC: 74.78
Epoch 700: Learning rate adjusted to 0.0005
Epoch: 700, Train Loss: 0.0616, Valid Loss: 0.0627, Train AUC: 77.20, Valid AUC: 75.04
Epoch 800: Learning rate adjusted to 0.0005
Epoch: 800, Train Loss: 0.0613, Valid Loss: 0.0626, Train AUC: 77.71, Valid AUC: 75.25
Epoch 900: Learning rate adjusted to 0.0005
Epoch: 900, Train Loss: 0.0609, Valid Loss: 0.0625, Train AUC: 78.32, Valid AUC: 75.38
Epoch 1000: Learning rate adjusted to 0.0005
Epoch: 1000, Train Loss: 0.0608, Valid Loss: 0.0626, Train AUC: 78.66, Valid AUC: 75.39
Epoch 1100: Learning rate adjusted to 0.0005
Epoch: 1100, Train Loss: 0.0605, Valid Loss: 0.0626, Train AUC: 79.04, Valid AUC: 75.34
Epoch 1200: Learning rate adjusted to 0.0005
Epoch: 1200, Train Loss: 0.0604, Valid Loss: 0.0626, Train AUC: 79.43, Valid AUC: 75.44
Epoch 1300: Learning rate adjusted to 0.0005
Epoch: 1300, Train Loss: 0.0602, Valid Loss: 0.0626, Train AUC: 79.61, Valid AUC: 75.38
Epoch 1400: Learning rate adjusted to 0.0005
Epoch: 1400, Train Loss: 0.0601, Valid Loss: 0.0626, Train AUC: 79.87, Valid AUC: 75.28
Epoch 1500: Learning rate adjusted to 0.0005
Epoch: 1500, Train Loss: 0.0600, Valid Loss: 0.0627, Train AUC: 80.02, Valid AUC: 75.40
Epoch 1600: Learning rate adjusted to 0.0005
Epoch: 1600, Train Loss: 0.0599, Valid Loss: 0.0628, Train AUC: 80.13, Valid AUC: 75.28
Epoch 1700: Learning rate adjusted to 0.0005
Epoch: 1700, Train Loss: 0.0599, Valid Loss: 0.0627, Train AUC: 80.31, Valid AUC: 75.44
Epoch 1800: Learning rate adjusted to 0.0005
Epoch: 1800, Train Loss: 0.0600, Valid Loss: 0.0630, Train AUC: 80.16, Valid AUC: 75.06
Epoch 1900: Learning rate adjusted to 0.0005
Epoch: 1900, Train Loss: 0.0598, Valid Loss: 0.0629, Train AUC: 80.60, Valid AUC: 75.12
Epoch 2000: Learning rate adjusted to 0.0005
Epoch: 2000, Train Loss: 0.0596, Valid Loss: 0.0627, Train AUC: 80.50, Valid AUC: 75.29


financial_abnormality_detection/results/best_sage_model_6*66.pt
Epoch 100: Learning rate adjusted to 0.0005
Epoch: 100, Train Loss: 0.0649, Valid Loss: 0.0653, Train AUC: 69.62, Valid AUC: 68.76
Epoch 200: Learning rate adjusted to 0.0005
Epoch: 200, Train Loss: 0.0640, Valid Loss: 0.0644, Train AUC: 72.02, Valid AUC: 70.98
Epoch 300: Learning rate adjusted to 0.0005
Epoch: 300, Train Loss: 0.0633, Valid Loss: 0.0638, Train AUC: 73.66, Valid AUC: 72.41
Epoch 400: Learning rate adjusted to 0.0005
Epoch: 400, Train Loss: 0.0628, Valid Loss: 0.0634, Train AUC: 74.95, Valid AUC: 73.42
Epoch 500: Learning rate adjusted to 0.0005
Epoch: 500, Train Loss: 0.0622, Valid Loss: 0.0630, Train AUC: 76.09, Valid AUC: 74.33
Epoch 600: Learning rate adjusted to 0.0005
Epoch: 600, Train Loss: 0.0617, Valid Loss: 0.0628, Train AUC: 76.95, Valid AUC: 74.83
Epoch 700: Learning rate adjusted to 0.0005
Epoch: 700, Train Loss: 0.0614, Valid Loss: 0.0627, Train AUC: 77.72, Valid AUC: 75.20
Epoch 800: Learning rate adjusted to 0.0005
Epoch: 800, Train Loss: 0.0610, Valid Loss: 0.0626, Train AUC: 78.19, Valid AUC: 75.21
Epoch 900: Learning rate adjusted to 0.0005
Epoch: 900, Train Loss: 0.0609, Valid Loss: 0.0627, Train AUC: 78.54, Valid AUC: 75.30
Epoch 1000: Learning rate adjusted to 0.0005
Epoch: 1000, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 78.84, Valid AUC: 75.34
Epoch 1100: Learning rate adjusted to 0.0005
Epoch: 1100, Train Loss: 0.0605, Valid Loss: 0.0626, Train AUC: 79.09, Valid AUC: 75.40
Epoch 1200: Learning rate adjusted to 0.0005
Epoch: 1200, Train Loss: 0.0604, Valid Loss: 0.0625, Train AUC: 79.14, Valid AUC: 75.33
Epoch 1300: Learning rate adjusted to 0.0005
Epoch: 1300, Train Loss: 0.0603, Valid Loss: 0.0625, Train AUC: 79.50, Valid AUC: 75.48
Epoch 1400: Learning rate adjusted to 0.0005
Epoch: 1400, Train Loss: 0.0602, Valid Loss: 0.0625, Train AUC: 79.57, Valid AUC: 75.56
Epoch 1500: Learning rate adjusted to 0.0005
Epoch: 1500, Train Loss: 0.0603, Valid Loss: 0.0629, Train AUC: 79.54, Valid AUC: 75.18
Epoch 1600: Learning rate adjusted to 0.0005
Epoch: 1600, Train Loss: 0.0601, Valid Loss: 0.0627, Train AUC: 79.74, Valid AUC: 75.29
Epoch 1700: Learning rate adjusted to 0.0005
Epoch: 1700, Train Loss: 0.0601, Valid Loss: 0.0627, Train AUC: 79.86, Valid AUC: 75.43
Epoch 1800: Learning rate adjusted to 0.0005
Epoch: 1800, Train Loss: 0.0601, Valid Loss: 0.0628, Train AUC: 79.98, Valid AUC: 75.28
Epoch 1900: Learning rate adjusted to 0.0005
Epoch: 1900, Train Loss: 0.0600, Valid Loss: 0.0628, Train AUC: 80.01, Valid AUC: 75.20
Epoch 2000: Learning rate adjusted to 0.0005
Epoch: 2000, Train Loss: 0.0598, Valid Loss: 0.0626, Train AUC: 80.26, Valid AUC: 75.45

financial_abnormality_detection/results/best_sage_model_10*35.pt
Epoch 100: Learning rate adjusted to 0.0005
Epoch: 100, Train Loss: 0.0738, Valid Loss: 0.0738, Train AUC: 62.46, Valid AUC: 62.89
Epoch 200: Learning rate adjusted to 0.0005
Epoch: 200, Train Loss: 0.0671, Valid Loss: 0.0672, Train AUC: 66.09, Valid AUC: 65.93
Epoch 300: Learning rate adjusted to 0.0005
Epoch: 300, Train Loss: 0.0656, Valid Loss: 0.0658, Train AUC: 68.64, Valid AUC: 68.10
Epoch 400: Learning rate adjusted to 0.0005
Epoch: 400, Train Loss: 0.0648, Valid Loss: 0.0651, Train AUC: 70.48, Valid AUC: 69.67
Epoch 500: Learning rate adjusted to 0.0005
Epoch: 500, Train Loss: 0.0640, Valid Loss: 0.0645, Train AUC: 72.07, Valid AUC: 71.13
Epoch 600: Learning rate adjusted to 0.0005
Epoch: 600, Train Loss: 0.0632, Valid Loss: 0.0638, Train AUC: 73.88, Valid AUC: 72.75
Epoch 700: Learning rate adjusted to 0.0005
Epoch: 700, Train Loss: 0.0627, Valid Loss: 0.0634, Train AUC: 74.97, Valid AUC: 73.68
Epoch 800: Learning rate adjusted to 0.0005
Epoch: 800, Train Loss: 0.0623, Valid Loss: 0.0631, Train AUC: 75.62, Valid AUC: 74.04
Epoch 900: Learning rate adjusted to 0.0005
Epoch: 900, Train Loss: 0.0621, Valid Loss: 0.0630, Train AUC: 76.21, Valid AUC: 74.41
Epoch 1000: Learning rate adjusted to 0.0005
Epoch: 1000, Train Loss: 0.0619, Valid Loss: 0.0629, Train AUC: 76.62, Valid AUC: 74.64
Epoch 1100: Learning rate adjusted to 0.0005
Epoch: 1100, Train Loss: 0.0617, Valid Loss: 0.0629, Train AUC: 76.81, Valid AUC: 74.61
Epoch 1200: Learning rate adjusted to 0.0005
Epoch: 1200, Train Loss: 0.0616, Valid Loss: 0.0628, Train AUC: 77.25, Valid AUC: 74.88
Epoch 1300: Learning rate adjusted to 0.0005
Epoch: 1300, Train Loss: 0.0614, Valid Loss: 0.0627, Train AUC: 77.51, Valid AUC: 75.04
Epoch 1400: Learning rate adjusted to 0.0005
Epoch: 1400, Train Loss: 0.0613, Valid Loss: 0.0627, Train AUC: 77.60, Valid AUC: 75.09
Epoch 1500: Learning rate adjusted to 0.0005
Epoch: 1500, Train Loss: 0.0612, Valid Loss: 0.0626, Train AUC: 77.93, Valid AUC: 75.22
Epoch 1600: Learning rate adjusted to 0.0005
Epoch: 1600, Train Loss: 0.0612, Valid Loss: 0.0625, Train AUC: 77.98, Valid AUC: 75.36
Epoch 1700: Learning rate adjusted to 0.0005
Epoch: 1700, Train Loss: 0.0612, Valid Loss: 0.0626, Train AUC: 78.08, Valid AUC: 75.32
Epoch 1800: Learning rate adjusted to 0.0005
Epoch: 1800, Train Loss: 0.0610, Valid Loss: 0.0625, Train AUC: 78.31, Valid AUC: 75.39
Epoch 1900: Learning rate adjusted to 0.0005
Epoch: 1900, Train Loss: 0.0609, Valid Loss: 0.0625, Train AUC: 78.31, Valid AUC: 75.28
Epoch 2000: Learning rate adjusted to 0.0005
Epoch: 2000, Train Loss: 0.0609, Valid Loss: 0.0625, Train AUC: 78.47, Valid AUC: 75.44
Epoch 2100: Learning rate adjusted to 0.0005
Epoch: 2100, Train Loss: 0.0609, Valid Loss: 0.0626, Train AUC: 78.53, Valid AUC: 75.32
Epoch 2200: Learning rate adjusted to 0.0005
Epoch: 2200, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.64, Valid AUC: 75.52
Epoch 2300: Learning rate adjusted to 0.0005
Epoch: 2300, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.59, Valid AUC: 75.41
Epoch 2400: Learning rate adjusted to 0.0005
Epoch: 2400, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.80, Valid AUC: 75.63
Epoch 2500: Learning rate adjusted to 0.0005
Epoch: 2500, Train Loss: 0.0607, Valid Loss: 0.0625, Train AUC: 78.87, Valid AUC: 75.51
Epoch 2600: Learning rate adjusted to 0.0005
Epoch: 2600, Train Loss: 0.0606, Valid Loss: 0.0624, Train AUC: 78.87, Valid AUC: 75.42
Epoch 2700: Learning rate adjusted to 0.0005
Epoch: 2700, Train Loss: 0.0607, Valid Loss: 0.0626, Train AUC: 78.89, Valid AUC: 75.41
Epoch 2800: Learning rate adjusted to 0.0005
Epoch: 2800, Train Loss: 0.0606, Valid Loss: 0.0625, Train AUC: 78.87, Valid AUC: 75.47
Epoch 2900: Learning rate adjusted to 0.0005
Epoch: 2900, Train Loss: 0.0605, Valid Loss: 0.0625, Train AUC: 79.07, Valid AUC: 75.46
Epoch 3000: Learning rate adjusted to 0.0005
Epoch: 3000, Train Loss: 0.0606, Valid Loss: 0.0626, Train AUC: 78.85, Valid AUC: 75.37


financial_abnormality_detection/results/best_sage_model_5*80_new.pt
Epoch 100: Learning rate adjusted to 0.0025
Epoch: 100, Train Loss: 0.0624, Valid Loss: 0.0630, Train AUC: 75.34, Valid AUC: 74.10
Epoch 200: Learning rate adjusted to 0.0025
Epoch: 200, Train Loss: 0.0618, Valid Loss: 0.0627, Train AUC: 76.89, Valid AUC: 75.05
Epoch 300: Learning rate adjusted to 0.0025
Epoch: 300, Train Loss: 0.0605, Valid Loss: 0.0625, Train AUC: 78.95, Valid AUC: 75.47
Epoch 400: Learning rate adjusted to 0.0025
Epoch: 400, Train Loss: 0.0601, Valid Loss: 0.0633, Train AUC: 80.37, Valid AUC: 75.05
Epoch 500: Learning rate adjusted to 0.0025
Epoch: 500, Train Loss: 0.0590, Valid Loss: 0.0629, Train AUC: 81.48, Valid AUC: 75.12
Epoch 600: Learning rate adjusted to 0.0025
Epoch: 600, Train Loss: 0.0584, Valid Loss: 0.0635, Train AUC: 82.50, Valid AUC: 74.13
Epoch 700: Learning rate adjusted to 0.0025
Epoch: 700, Train Loss: 0.0574, Valid Loss: 0.0636, Train AUC: 84.16, Valid AUC: 74.63
Epoch 800: Learning rate adjusted to 0.0025
Epoch: 800, Train Loss: 0.0578, Valid Loss: 0.0648, Train AUC: 83.91, Valid AUC: 73.59
Epoch 900: Learning rate adjusted to 0.0025
Epoch: 900, Train Loss: 0.0563, Valid Loss: 0.0635, Train AUC: 85.16, Valid AUC: 74.00
Epoch 1000: Learning rate adjusted to 0.0025
Epoch: 1000, Train Loss: 0.0558, Valid Loss: 0.0635, Train AUC: 85.58, Valid AUC: 74.17
Epoch 1100: Learning rate adjusted to 0.0025
Epoch: 1100, Train Loss: 0.0563, Valid Loss: 0.0653, Train AUC: 85.85, Valid AUC: 73.38
Epoch 1200: Learning rate adjusted to 0.0025
Epoch: 1200, Train Loss: 0.0576, Valid Loss: 0.0669, Train AUC: 85.36, Valid AUC: 72.87
Epoch 1300: Learning rate adjusted to 0.0025
Epoch: 1300, Train Loss: 0.0556, Valid Loss: 0.0649, Train AUC: 86.51, Valid AUC: 73.11
Epoch 1400: Learning rate adjusted to 0.0025
Epoch: 1400, Train Loss: 0.0560, Valid Loss: 0.0657, Train AUC: 85.83, Valid AUC: 73.82
Epoch 1500: Learning rate adjusted to 0.0025
Epoch: 1500, Train Loss: 0.0555, Valid Loss: 0.0648, Train AUC: 86.29, Valid AUC: 73.17
Epoch 1600: Learning rate adjusted to 0.0025
Epoch: 1600, Train Loss: 0.0550, Valid Loss: 0.0640, Train AUC: 86.51, Valid AUC: 72.93
Epoch 1700: Learning rate adjusted to 0.0025
Epoch: 1700, Train Loss: 0.0566, Valid Loss: 0.0681, Train AUC: 85.36, Valid AUC: 70.34
Epoch 1800: Learning rate adjusted to 0.0025
Epoch: 1800, Train Loss: 0.0547, Valid Loss: 0.0657, Train AUC: 86.47, Valid AUC: 71.98
Epoch 1900: Learning rate adjusted to 0.0025
Epoch: 1900, Train Loss: 0.0544, Valid Loss: 0.0647, Train AUC: 86.96, Valid AUC: 73.65
Epoch 2000: Learning rate adjusted to 0.0025
Epoch: 2000, Train Loss: 0.0558, Valid Loss: 0.0670, Train AUC: 86.68, Valid AUC: 71.78
Epoch 2100: Learning rate adjusted to 0.0025
Epoch: 2100, Train Loss: 0.0543, Valid Loss: 0.0656, Train AUC: 87.00, Valid AUC: 73.25
Epoch 2200: Learning rate adjusted to 0.0025
Epoch: 2200, Train Loss: 0.0545, Valid Loss: 0.0653, Train AUC: 87.12, Valid AUC: 73.25
Epoch 2300: Learning rate adjusted to 0.0025
Epoch: 2300, Train Loss: 0.0537, Valid Loss: 0.0639, Train AUC: 87.12, Valid AUC: 73.85


financial_abnormality_detection/results/best_sage_model_6*66_new.pt
Epoch 100: Learning rate adjusted to 0.0025
Epoch: 100, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 75.08, Valid AUC: 73.78
Epoch 200: Learning rate adjusted to 0.0025
Epoch: 200, Train Loss: 0.0615, Valid Loss: 0.0627, Train AUC: 77.27, Valid AUC: 75.00
Epoch 300: Learning rate adjusted to 0.0025
Epoch: 300, Train Loss: 0.0604, Valid Loss: 0.0626, Train AUC: 79.35, Valid AUC: 75.20
Epoch 400: Learning rate adjusted to 0.0025
Epoch: 400, Train Loss: 0.0595, Valid Loss: 0.0627, Train AUC: 80.60, Valid AUC: 75.30
Epoch 500: Learning rate adjusted to 0.0025
Epoch: 500, Train Loss: 0.0591, Valid Loss: 0.0631, Train AUC: 81.25, Valid AUC: 74.92
Epoch 600: Learning rate adjusted to 0.0025
Epoch: 600, Train Loss: 0.0585, Valid Loss: 0.0631, Train AUC: 82.28, Valid AUC: 74.76
Epoch 700: Learning rate adjusted to 0.0025
Epoch: 700, Train Loss: 0.0580, Valid Loss: 0.0629, Train AUC: 82.70, Valid AUC: 74.99
Epoch 800: Learning rate adjusted to 0.0025
Epoch: 800, Train Loss: 0.0578, Valid Loss: 0.0640, Train AUC: 82.98, Valid AUC: 74.31
Epoch 900: Learning rate adjusted to 0.0025
Epoch: 900, Train Loss: 0.0570, Valid Loss: 0.0634, Train AUC: 84.04, Valid AUC: 74.53
Epoch 1000: Learning rate adjusted to 0.0025
Epoch: 1000, Train Loss: 0.0568, Valid Loss: 0.0636, Train AUC: 84.52, Valid AUC: 74.48
Epoch 1100: Learning rate adjusted to 0.0025
Epoch: 1100, Train Loss: 0.0569, Valid Loss: 0.0644, Train AUC: 84.42, Valid AUC: 74.21
Epoch 1200: Learning rate adjusted to 0.0025
Epoch: 1200, Train Loss: 0.0565, Valid Loss: 0.0644, Train AUC: 85.28, Valid AUC: 73.71
Epoch 1300: Learning rate adjusted to 0.0025
Epoch: 1300, Train Loss: 0.0564, Valid Loss: 0.0642, Train AUC: 83.93, Valid AUC: 74.31
Epoch 1400: Learning rate adjusted to 0.0025
Epoch: 1400, Train Loss: 0.0553, Valid Loss: 0.0635, Train AUC: 85.93, Valid AUC: 74.08
Epoch 1500: Learning rate adjusted to 0.0025
Epoch: 1500, Train Loss: 0.0557, Valid Loss: 0.0650, Train AUC: 85.58, Valid AUC: 73.77
Epoch 1600: Learning rate adjusted to 0.0025
Epoch: 1600, Train Loss: 0.0552, Valid Loss: 0.0659, Train AUC: 85.28, Valid AUC: 72.44
Epoch 1700: Learning rate adjusted to 0.0025
Epoch: 1700, Train Loss: 0.0562, Valid Loss: 0.0634, Train AUC: 84.64, Valid AUC: 74.27
Epoch 1800: Learning rate adjusted to 0.0025
Epoch: 1800, Train Loss: 0.0553, Valid Loss: 0.0652, Train AUC: 86.03, Valid AUC: 72.71
Epoch 1900: Learning rate adjusted to 0.0025
Epoch: 1900, Train Loss: 0.0543, Valid Loss: 0.0651, Train AUC: 85.82, Valid AUC: 73.44
Epoch 2000: Learning rate adjusted to 0.0025
Epoch: 2000, Train Loss: 0.0546, Valid Loss: 0.0657, Train AUC: 86.65, Valid AUC: 72.92


financial_abnormality_detection/results/best_sage_model_5*80_drop_1.pt
Epoch 100: Learning rate adjusted to 0.002
Epoch: 100, Train Loss: 0.0696, Valid Loss: 0.0697, Train AUC: 64.67, Valid AUC: 64.50
Epoch 200: Learning rate adjusted to 0.002
Epoch: 200, Train Loss: 0.0653, Valid Loss: 0.0656, Train AUC: 69.51, Valid AUC: 69.05
Epoch 300: Learning rate adjusted to 0.002
Epoch: 300, Train Loss: 0.0637, Valid Loss: 0.0640, Train AUC: 72.51, Valid AUC: 71.83
Epoch 400: Learning rate adjusted to 0.002
